Year,Runtype,Indicator,medval,lowval,highval,combined
2030,ProgAnyDisease_AI,cumulative_incDc_diff,15.23075445293,9.33274977277806,31.4418569140443,"0.015 (0.009, 0.031)"
2030,ProgAnyDisease_AI,cumulative_incDs_diff,60.4209931874798,35.3519117911501,113.225054771007,"0.06 (0.035, 0.113)"
2030,ProgAnyDisease_AI,cumulative_incDsDc_diff,75.7763086286318,44.858280673725,144.52203723645,"0.076 (0.045, 0.145)"
2030,ProgAnyDisease_AI,cumulative_incDn_diff,162.989645549606,115.432425125034,224.381776402711,"0.163 (0.115, 0.224)"
2030,ProgAnyDisease_AI,cumulative_mort_diff,0.826677096706789,0.535564612674018,1.93436559154323,"0.001 (0.001, 0.002)"
2031,ProgAnyDisease_AI,cumulative_incDc_diff,63.0573886513666,43.35366204928,123.150434865393,"0.063 (0.043, 0.123)"
2031,ProgAnyDisease_AI,cumulative_incDs_diff,214.383825250779,139.320004448103,385.319543488017,"0.214 (0.139, 0.385)"
2031,ProgAnyDisease_AI,cumulative_incDsDc_diff,276.910272560292,182.670158792516,508.045262186766,"0.277 (0.183, 0.508)"
2031,ProgAnyDisease_AI,cumulative_incDn_diff,522.27628985874,371.994511016226,702.807024041217,"0.522 (0.372, 0.703)"
2031,ProgAnyDisease_AI,cumulative_mort_diff,4.98890602195286,3.61192851057679,10.3299082881162,"0.005 (0.004, 0.01)"
2032,ProgAnyDisease_AI,cumulative_incDc_diff,156.243809725756,112.796110095878,292.420426842001,"0.156 (0.113, 0.292)"
2032,ProgAnyDisease_AI,cumulative_incDs_diff,488.564659774675,336.253229405238,851.358136373138,"0.489 (0.336, 0.851)"
2032,ProgAnyDisease_AI,cumulative_incDsDc_diff,641.226678380177,449.390427575773,1144.93219515415,"0.641 (0.449, 1.145)"
2032,ProgAnyDisease_AI,cumulative_incDn_diff,1095.19502691543,781.940652886811,1455.27600218919,"1.095 (0.782, 1.455)"
2032,ProgAnyDisease_AI,cumulative_mort_diff,14.9010002248604,11.1951262588393,28.4810877522874,"0.015 (0.011, 0.028)"
2033,ProgAnyDisease_AI,cumulative_incDc_diff,304.24147051113,227.440495756634,549.531972110411,"0.304 (0.227, 0.55)"
2033,ProgAnyDisease_AI,cumulative_incDs_diff,906.141317805057,640.481639795087,1539.18153424561,"0.906 (0.64, 1.539)"
2033,ProgAnyDisease_AI,cumulative_incDsDc_diff,1214.10746011153,871.369800615964,2093.09577537965,"1.214 (0.871, 2.093)"
2033,ProgAnyDisease_AI,cumulative_incDn_diff,1897.92716819814,1349.59836577402,2500.31160274055,"1.898 (1.35, 2.5)"
2033,ProgAnyDisease_AI,cumulative_mort_diff,32.3855683030686,24.9961612852811,58.6192516179918,"0.032 (0.025, 0.059)"
2034,ProgAnyDisease_AI,cumulative_incDc_diff,511.693406396706,391.640988188447,903.882519953201,"0.512 (0.392, 0.904)"
2034,ProgAnyDisease_AI,cumulative_incDs_diff,1489.82954313536,1072.9050699894,2461.91819210934,"1.49 (1.073, 2.462)"
2034,ProgAnyDisease_AI,cumulative_incDsDc_diff,2001.80763779896,1461.37062877411,3377.50680370111,"2.002 (1.461, 3.378)"
2034,ProgAnyDisease_AI,cumulative_incDn_diff,2925.77433351558,2081.11212950949,3859.21194172457,"2.926 (2.081, 3.859)"
2034,ProgAnyDisease_AI,cumulative_mort_diff,59.0326802086901,46.2573719850784,102.432751430565,"0.059 (0.046, 0.102)"
2035,ProgAnyDisease_AI,cumulative_incDc_diff,774.627301765552,600.964655710254,1339.86633174176,"0.775 (0.601, 1.34)"
2035,ProgAnyDisease_AI,cumulative_incDs_diff,2179.72786558655,1601.48134557911,3549.96212512369,"2.18 (1.601, 3.55)"
2035,ProgAnyDisease_AI,cumulative_incDsDc_diff,2964.38071513124,2204.88550167795,4904.41954849023,"2.964 (2.205, 4.904)"
2035,ProgAnyDisease_AI,cumulative_incDn_diff,4069.9431555355,2888.20888275603,5362.05052717454,"4.07 (2.888, 5.362)"
2035,ProgAnyDisease_AI,cumulative_mort_diff,95.1664322841391,75.116016058667,159.667708427757,"0.095 (0.075, 0.16)"
2036,ProgAnyDisease_AI,cumulative_incDc_diff,1080.57355108305,851.177013897229,1835.07542475429,"1.081 (0.851, 1.835)"
2036,ProgAnyDisease_AI,cumulative_incDs_diff,2979.46549663536,2208.00109830133,4788.73017862311,"2.979 (2.208, 4.789)"
2036,ProgAnyDisease_AI,cumulative_incDsDc_diff,4062.8398625097,3071.05136984694,6628.78745260202,"4.063 (3.071, 6.629)"
2036,ProgAnyDisease_AI,cumulative_incDn_diff,5300.80037085951,3754.41232506904,6996.09754677161,"5.301 (3.754, 6.996)"
2036,ProgAnyDisease_AI,cumulative_mort_diff,139.07366342973,109.976618740567,228.231006903886,"0.139 (0.11, 0.228)"
2037,ProgAnyDisease_AI,cumulative_incDc_diff,1429.19136803281,1120.66759619817,2389.82828094332,"1.429 (1.121, 2.39)"
2037,ProgAnyDisease_AI,cumulative_incDs_diff,3843.93192657155,2890.97603418371,6141.10218789753,"3.844 (2.891, 6.141)"
2037,ProgAnyDisease_AI,cumulative_incDsDc_diff,5303.66593452808,4025.01557973491,8540.24163234731,"5.304 (4.025, 8.54)"
2037,ProgAnyDisease_AI,cumulative_incDn_diff,6647.63697078971,4666.3116965652,8748.08217878227,"6.648 (4.666, 8.748)"
2037,ProgAnyDisease_AI,cumulative_mort_diff,189.43288911977,150.856301646385,305.743756375891,"0.189 (0.151, 0.306)"
2038,ProgAnyDisease_AI,cumulative_incDc_diff,1806.93961704321,1425.93626715605,2993.5539713565,"1.807 (1.426, 2.994)"
2038,ProgAnyDisease_AI,cumulative_incDs_diff,4814.95975473611,3626.22251831383,7599.85255782176,"4.815 (3.626, 7.6)"
2038,ProgAnyDisease_AI,cumulative_incDsDc_diff,6636.41929182577,5080.94659623709,10622.9075135866,"6.636 (5.081, 10.623)"
2038,ProgAnyDisease_AI,cumulative_incDn_diff,8058.65652188828,5635.74789414443,10601.729528282,"8.059 (5.636, 10.602)"
2038,ProgAnyDisease_AI,cumulative_mort_diff,245.765963126074,195.824333644361,391.654340765474,"0.246 (0.196, 0.392)"
2039,ProgAnyDisease_AI,cumulative_incDc_diff,2208.99147584328,1747.33450984456,3640.01309287104,"2.209 (1.747, 3.64)"
