Year,Runtype,Indicator,medval,lowval,highval,combined
2030,ProgAnyDisease_AI,cumulative_incDc,2311.75798155686,1872.132171784,2539.15074443115,"2.3 (1.9, 2.5) million"
2030,ProgAnyDisease_AI,cumulative_incDs,6310.76372955396,4552.82428125481,6959.64663466259,"6.3 (4.6, 7) million"
2030,ProgAnyDisease_AI,cumulative_incDsDc,8623.16558325509,6447.74545376093,9435.51580536045,"8.6 (6.4, 9.4) million"
2030,ProgAnyDisease_AI,cumulative_incDn,8486.76812123976,5246.23547884713,9495.76238022876,"8.5 (5.2, 9.5) million"
2030,ProgAnyDisease_AI,cumulative_mort,369.960159056716,325.645840852348,407.714748503692,"0.4 (0.3, 0.4) million"
2031,ProgAnyDisease_AI,cumulative_incDc,4540.59202943559,3658.74641863896,4987.94892211282,"4.5 (3.7, 5) million"
2031,ProgAnyDisease_AI,cumulative_incDs,12374.6230619973,8900.4966152798,13674.3178761088,"12.4 (8.9, 13.7) million"
2031,ProgAnyDisease_AI,cumulative_incDsDc,16934.1165010417,12589.8053107554,18539.0038066207,"16.9 (12.6, 18.5) million"
2031,ProgAnyDisease_AI,cumulative_incDn,16527.2394132468,10208.4976504125,18517.9317297659,"16.5 (10.2, 18.5) million"
2031,ProgAnyDisease_AI,cumulative_mort,728.431841855998,637.9795094137,803.909155875107,"0.7 (0.6, 0.8) million"
2032,ProgAnyDisease_AI,cumulative_incDc,6674.17204145067,5351.86425433652,7335.35193738591,"6.7 (5.4, 7.3) million"
2032,ProgAnyDisease_AI,cumulative_incDs,18168.1592687849,13020.5352295022,20111.0095423998,"18.2 (13, 20.1) million"
2032,ProgAnyDisease_AI,cumulative_incDsDc,24896.3417794545,18401.488320903,27266.6878863676,"24.9 (18.4, 27.3) million"
2032,ProgAnyDisease_AI,cumulative_incDn,24099.9104309864,14879.8335082264,27056.7044841262,"24.1 (14.9, 27.1) million"
2032,ProgAnyDisease_AI,cumulative_mort,1073.28727143823,935.50731162583,1186.44471777077,"1.1 (0.9, 1.2) million"
2033,ProgAnyDisease_AI,cumulative_incDc,8695.06693454016,6946.28270265605,9582.5126686998,"8.7 (6.9, 9.6) million"
2033,ProgAnyDisease_AI,cumulative_incDs,23677.7558557033,16882.459110627,26248.4951245935,"23.7 (16.9, 26.2) million"
2033,ProgAnyDisease_AI,cumulative_incDsDc,32462.5009067637,23867.2876174751,35587.4404189266,"32.5 (23.9, 35.6) million"
2033,ProgAnyDisease_AI,cumulative_incDn,31195.6705245215,19258.4306848627,35106.621931605,"31.2 (19.3, 35.1) million"
2033,ProgAnyDisease_AI,cumulative_mort,1402.69944026645,1217.10047863401,1553.42071943888,"1.4 (1.2, 1.6) million"
2034,ProgAnyDisease_AI,cumulative_incDc,10616.3283874145,8439.339438963,11711.8003817417,"10.6 (8.4, 11.7) million"
2034,ProgAnyDisease_AI,cumulative_incDs,28897.4015682275,20492.7681297275,32067.8295135465,"28.9 (20.5, 32.1) million"
2034,ProgAnyDisease_AI,cumulative_incDsDc,39612.857679358,28980.0424337786,43478.5951322673,"39.6 (29, 43.5) million"
2034,ProgAnyDisease_AI,cumulative_incDn,37850.0289459471,23346.2666672626,42647.5773569997,"37.9 (23.3, 42.6) million"
2034,ProgAnyDisease_AI,cumulative_mort,1717.14397616341,1482.02212275556,1903.75449660415,"1.7 (1.5, 1.9) million"
2035,ProgAnyDisease_AI,cumulative_incDc,12439.1409830644,9837.16082165546,13724.5165090144,"12.4 (9.8, 13.7) million"
2035,ProgAnyDisease_AI,cumulative_incDs,33824.5317125481,23877.4157376423,37589.745679105,"33.8 (23.9, 37.6) million"
2035,ProgAnyDisease_AI,cumulative_incDsDc,46375.5077481105,33834.01330125,50986.9220304438,"46.4 (33.8, 51) million"
2035,ProgAnyDisease_AI,cumulative_incDn,44199.5230462337,27237.8791033689,49862.6556313862,"44.2 (27.2, 49.9) million"
2035,ProgAnyDisease_AI,cumulative_mort,2014.30478952126,1730.32469670108,2237.04436426525,"2 (1.7, 2.2) million"
2036,ProgAnyDisease_AI,cumulative_incDc,14179.7658733509,11149.8954771721,15637.2230697452,"14.2 (11.1, 15.6) million"
2036,ProgAnyDisease_AI,cumulative_incDs,38484.2084510288,27058.5402474305,42846.4561927641,"38.5 (27.1, 42.8) million"
2036,ProgAnyDisease_AI,cumulative_incDsDc,52784.0301876138,38368.1817734187,58138.3826556515,"52.8 (38.4, 58.1) million"
2036,ProgAnyDisease_AI,cumulative_incDn,50260.0018070348,30950.2654507944,56766.6192263976,"50.3 (31, 56.8) million"
2036,ProgAnyDisease_AI,cumulative_mort,2296.36595820317,1963.24635617163,2553.44268321176,"2.3 (2, 2.6) million"
2037,ProgAnyDisease_AI,cumulative_incDc,15811.0271707274,12385.9339722742,17460.4397201323,"15.8 (12.4, 17.5) million"
2037,ProgAnyDisease_AI,cumulative_incDs,42911.7732907132,30055.6911321397,47873.710572481,"42.9 (30.1, 47.9) million"
2037,ProgAnyDisease_AI,cumulative_incDsDc,58907.3488308968,42683.9908287216,64963.5138081448,"58.9 (42.7, 65) million"
2037,ProgAnyDisease_AI,cumulative_incDn,56045.8319454546,34497.740144448,63387.5958051592,"56 (34.5, 63.4) million"
2037,ProgAnyDisease_AI,cumulative_mort,2564.67383804654,2182.19238357467,2854.61680959335,"2.6 (2.2, 2.9) million"
2038,ProgAnyDisease_AI,cumulative_incDc,17375.8833753711,13552.5348070757,19209.3646872568,"17.4 (13.6, 19.2) million"
2038,ProgAnyDisease_AI,cumulative_incDs,47160.5046112255,32885.8913643117,52672.4489900476,"47.2 (32.9, 52.7) million"
2038,ProgAnyDisease_AI,cumulative_incDsDc,64756.4633529064,46716.8352109511,71489.8895672573,"64.8 (46.7, 71.5) million"
2038,ProgAnyDisease_AI,cumulative_incDn,61560.0506766546,37893.403488331,69745.3366241379,"61.6 (37.9, 69.7) million"
2038,ProgAnyDisease_AI,cumulative_mort,2819.59071817307,2388.46634138781,3141.85913791168,"2.8 (2.4, 3.1) million"
2039,ProgAnyDisease_AI,cumulative_incDc,18871.5469108964,14656.025664873,20883.2306160544,"18.9 (14.7, 20.9) million"
2039,ProgAnyDisease_AI,cumulative_incDs,51231.7649889769,35572.0085924793,57268.2021220191,"51.2 (35.6, 57.3) million"
2039,ProgAnyDisease_AI,cumulative_incDsDc,70346.5139612358,50526.4291164422,77741.7698777653,"70.3 (50.5, 77.7) million"
2039,ProgAnyDisease_AI,cumulative_incDn,66841.5154146352,41148.9513546059,75855.5033309435,"66.8 (41.1, 75.9) million"
2039,ProgAnyDisease_AI,cumulative_mort,3063.65249463316,2583.23477538288,3416.33814857444,"3.1 (2.6, 3.4) million"
2040,ProgAnyDisease_AI,cumulative_incDc,20273.1553566944,15680.6432389549,22461.9449251055,"20.3 (15.7, 22.5) million"
2040,ProgAnyDisease_AI,cumulative_incDs,55027.2810156922,38097.576867205,61557.6752431345,"55 (38.1, 61.6) million"
2040,ProgAnyDisease_AI,cumulative_incDsDc,75546.4990381958,54035.2938607862,83600.3546210365,"75.5 (54, 83.6) million"
2040,ProgAnyDisease_AI,cumulative_incDn,71377.573131229,43963.726632476,81160.5902632206,"71.4 (44, 81.2) million"
2040,ProgAnyDisease_AI,cumulative_mort,3296.69177437734,2766.37716620965,3677.81466832447,"3.3 (2.8, 3.7) million"
2041,ProgAnyDisease_AI,cumulative_incDc,21574.7729745518,16621.9132888432,23927.7843128233,"21.6 (16.6, 23.9) million"
2041,ProgAnyDisease_AI,cumulative_incDs,58549.988616593,40439.6043330408,65550.8068866766,"58.5 (40.4, 65.6) million"
2041,ProgAnyDisease_AI,cumulative_incDsDc,80394.9202427701,57267.3015048349,89069.7614698314,"80.4 (57.3, 89.1) million"
2041,ProgAnyDisease_AI,cumulative_incDn,75668.1033293887,46564.1566340652,86190.4981256787,"75.7 (46.6, 86.2) million"
2041,ProgAnyDisease_AI,cumulative_mort,3515.50116612839,2935.81297763011,3923.49157664384,"3.5 (2.9, 3.9) million"
2042,ProgAnyDisease_AI,cumulative_incDc,22796.3461698156,17491.5462311881,25282.5558214263,"22.8 (17.5, 25.3) million"
2042,ProgAnyDisease_AI,cumulative_incDs,61846.7157102046,42598.129814979,69286.4390568345,"61.8 (42.6, 69.3) million"
