Year,Runtype,Indicator,medval,lowval,highval,combined
2030,ProgAnyDisease_CI,prop_incDc_diff,0.00378711590131145,0.00226989033367413,0.00795315018057025,"-0.4 (-0.8, -0.2)"
2030,ProgAnyDisease_CI,prop_incDs_diff,0.00542721268801904,0.00341102536759584,0.0110867297543679,"-0.5 (-1.1, -0.3)"
2030,ProgAnyDisease_CI,prop_incDsDc_diff,0.00495481497279208,0.00308523129474747,0.0101306412831888,"-0.5 (-1, -0.3)"
2030,ProgAnyDisease_CI,prop_incDn_diff,0.0129666981189091,0.00952927108307138,0.0174538600847663,"-1.3 (-1.7, -1)"
2030,ProgAnyDisease_CI,prop_mort_diff,0.00145598924169154,0.0007943154905897,0.00345020253438317,"-0.1 (-0.3, -0.1)"
2031,ProgAnyDisease_CI,prop_incDc_diff,0.00652291782572178,0.00425713309133955,0.0127880054579855,"-0.7 (-1.3, -0.4)"
2031,ProgAnyDisease_CI,prop_incDs_diff,0.00829032704239531,0.00539635396605208,0.0159095910027073,"-0.8 (-1.6, -0.5)"
2031,ProgAnyDisease_CI,prop_incDsDc_diff,0.00777438315464574,0.00507459234998048,0.0149587816498211,"-0.8 (-1.5, -0.5)"
2031,ProgAnyDisease_CI,prop_incDn_diff,0.0166160144214692,0.0117955847120574,0.0230237801229306,"-1.7 (-2.3, -1.2)"
2031,ProgAnyDisease_CI,prop_mort_diff,0.00346503091865945,0.00222031199747119,0.0074183542876946,"-0.3 (-0.7, -0.2)"
2032,ProgAnyDisease_CI,prop_incDc_diff,0.00941957826253944,0.0062951665417414,0.0176393957494571,"-0.9 (-1.8, -0.6)"
2032,ProgAnyDisease_CI,prop_incDs_diff,0.0112344932711067,0.00747379335905559,0.0207583028634505,"-1.1 (-2.1, -0.7)"
2032,ProgAnyDisease_CI,prop_incDsDc_diff,0.010722906528043,0.00712806825123907,0.0198246941561503,"-1.1 (-2, -0.7)"
2032,ProgAnyDisease_CI,prop_incDn_diff,0.0199582902537832,0.0140530062729169,0.0282211364583593,"-2 (-2.8, -1.4)"
2032,ProgAnyDisease_CI,prop_mort_diff,0.00597220874098687,0.00393081924994309,0.0118570574729636,"-0.6 (-1.2, -0.4)"
2033,ProgAnyDisease_CI,prop_incDc_diff,0.0124328653389639,0.00850153653874717,0.02246510615966,"-1.2 (-2.2, -0.9)"
2033,ProgAnyDisease_CI,prop_incDs_diff,0.0143183854920886,0.00969697503602083,0.0255893656255211,"-1.4 (-2.6, -1)"
2033,ProgAnyDisease_CI,prop_incDsDc_diff,0.013782063847309,0.00936744365710224,0.0246597175474863,"-1.4 (-2.5, -0.9)"
2033,ProgAnyDisease_CI,prop_incDn_diff,0.0232565205260816,0.0163497561950723,0.0333645913015353,"-2.3 (-3.3, -1.6)"
2033,ProgAnyDisease_CI,prop_mort_diff,0.00858416989115085,0.00575110209728088,0.0164165149611442,"-0.9 (-1.6, -0.6)"
2034,ProgAnyDisease_CI,prop_incDc_diff,0.0155717621699776,0.0105927135954272,0.0273785116614904,"-1.6 (-2.7, -1.1)"
2034,ProgAnyDisease_CI,prop_incDs_diff,0.0174270231210652,0.0119044357576174,0.0305111848947914,"-1.7 (-3.1, -1.2)"
2034,ProgAnyDisease_CI,prop_incDsDc_diff,0.0169011475417784,0.0115508658616565,0.0295808644226839,"-1.7 (-3, -1.2)"
2034,ProgAnyDisease_CI,prop_incDn_diff,0.0266008927095054,0.018687466721548,0.0385169147775323,"-2.7 (-3.9, -1.9)"
2034,ProgAnyDisease_CI,prop_mort_diff,0.0113521263998073,0.0076701164114881,0.0210643952658738,"-1.1 (-2.1, -0.8)"
2035,ProgAnyDisease_CI,prop_incDc_diff,0.01819521838274,0.0122746709948405,0.0312465599685568,"-1.8 (-3.1, -1.2)"
2035,ProgAnyDisease_CI,prop_incDs_diff,0.0198771476547381,0.0134878497061565,0.0339528976404948,"-2 (-3.4, -1.3)"
2035,ProgAnyDisease_CI,prop_incDsDc_diff,0.0193962719993199,0.0131259787772289,0.033152423588223,"-1.9 (-3.3, -1.3)"
2035,ProgAnyDisease_CI,prop_incDn_diff,0.028057394424456,0.0197476321892948,0.0414186689178675,"-2.8 (-4.1, -2)"
2035,ProgAnyDisease_CI,prop_mort_diff,0.0140731138425085,0.00944407717027847,0.0253582906157919,"-1.4 (-2.5, -0.9)"
2036,ProgAnyDisease_CI,prop_incDc_diff,0.0203102287247011,0.0137502203558089,0.0342834146092995,"-2 (-3.4, -1.4)"
2036,ProgAnyDisease_CI,prop_incDs_diff,0.0218300159254139,0.0148164108820326,0.0366834265908381,"-2.2 (-3.7, -1.5)"
2036,ProgAnyDisease_CI,prop_incDsDc_diff,0.0213902358157639,0.0145310827600575,0.0359776514286233,"-2.1 (-3.6, -1.5)"
2036,ProgAnyDisease_CI,prop_incDn_diff,0.0292733904369903,0.0206665344060536,0.0435910714811071,"-2.9 (-4.4, -2.1)"
2036,ProgAnyDisease_CI,prop_mort_diff,0.0165134475822186,0.0110370138895009,0.0288799872284379,"-1.7 (-2.9, -1.1)"
2037,ProgAnyDisease_CI,prop_incDc_diff,0.0221268397376323,0.0150432818825783,0.0368089914926795,"-2.2 (-3.7, -1.5)"
2037,ProgAnyDisease_CI,prop_incDs_diff,0.0235720593964582,0.0159896437987033,0.0389764401078455,"-2.4 (-3.9, -1.6)"
2037,ProgAnyDisease_CI,prop_incDsDc_diff,0.023139365396828,0.0157295411439973,0.0383362292612617,"-2.3 (-3.8, -1.6)"
2037,ProgAnyDisease_CI,prop_incDn_diff,0.0303342407417183,0.0214980020520037,0.0454359714898518,"-3 (-4.5, -2.1)"
2037,ProgAnyDisease_CI,prop_mort_diff,0.0185861457349282,0.0124508573354067,0.0318831302590173,"-1.9 (-3.2, -1.2)"
2038,ProgAnyDisease_CI,prop_incDc_diff,0.0236636186496492,0.0161816699217936,0.039032976610916,"-2.4 (-3.9, -1.6)"
2038,ProgAnyDisease_CI,prop_incDs_diff,0.0249989191477084,0.0170710052866536,0.040961858448465,"-2.5 (-4.1, -1.7)"
2038,ProgAnyDisease_CI,prop_incDsDc_diff,0.0246063200400156,0.0168249234641919,0.0403736686223868,"-2.5 (-4, -1.7)"
