Year,Runtype,Indicator,medval,lowval,highval,combined
2030,ProgAnyDisease_AI,incDc_RR,0.00699852812886281,0.00396738246225044,0.0118818905929935,"0.7% (0.4, 1.2)"
2030,ProgAnyDisease_AI,incDs_RR,0.01087185674137,0.00619353452055497,0.017987635934179,"1.1% (0.6, 1.8)"
2030,ProgAnyDisease_AI,incDn_RR,0.0246079745801231,0.0224026456974853,0.02766249056096,"2.5% (2.2, 2.8)"
2030,ProgAnyDisease_AI,mort_RR,0.00228693359443972,0.00141040736532807,0.00482691242178631,"0.2% (0.1, 0.5)"
2031,ProgAnyDisease_AI,incDc_RR,0.0225172848110669,0.0148515974560461,0.0352045932526406,"2.3% (1.5, 3.5)"
2031,ProgAnyDisease_AI,incDs_RR,0.0286812892173113,0.0187870391504169,0.0441769496717256,"2.9% (1.9, 4.4)"
2031,ProgAnyDisease_AI,incDn_RR,0.0541232127760822,0.0499410048439055,0.0605248564088798,"5.4% (5, 6.1)"
2031,ProgAnyDisease_AI,mort_RR,0.0116694164766635,0.00822826667498204,0.0211701063024016,"1.2% (0.8, 2.1)"
2032,ProgAnyDisease_AI,incDc_RR,0.0443082384236506,0.0315124276486987,0.0661045684603536,"4.4% (3.2, 6.6)"
2032,ProgAnyDisease_AI,incDs_RR,0.0524282127133495,0.0368179271869232,0.077161465511174,"5.2% (3.7, 7.7)"
2032,ProgAnyDisease_AI,incDn_RR,0.0876871906032165,0.0801093925503229,0.099349512920102,"8.8% (8, 9.9)"
2032,ProgAnyDisease_AI,mort_RR,0.0280433176848052,0.0209744182093292,0.0462255858446412,"2.8% (2.1, 4.6)"
2033,ProgAnyDisease_AI,incDc_RR,0.0721040355323619,0.0530501756832296,0.102815333316855,"7.2% (5.3, 10.3)"
2033,ProgAnyDisease_AI,incDs_RR,0.0816854666949994,0.0593725113911082,0.115252506284057,"8.2% (5.9, 11.5)"
2033,ProgAnyDisease_AI,incDn_RR,0.124265147440878,0.112531532442002,0.142453060684019,"12.4% (11.3, 14.2)"
2033,ProgAnyDisease_AI,mort_RR,0.0508892237383209,0.0388526455540271,0.0778797622330133,"5.1% (3.9, 7.8)"
2034,ProgAnyDisease_AI,incDc_RR,0.103629135855311,0.078610126824592,0.143719543322383,"10.4% (7.9, 14.4)"
2034,ProgAnyDisease_AI,incDs_RR,0.114199548219532,0.0856596138926288,0.156676305340413,"11.4% (8.6, 15.7)"
2034,ProgAnyDisease_AI,incDn_RR,0.163001870762359,0.146679133035254,0.188114745042936,"16.3% (14.7, 18.8)"
2034,ProgAnyDisease_AI,mort_RR,0.0794289895475287,0.0611096315049663,0.115051549127783,"7.9% (6.1, 11.5)"
2035,ProgAnyDisease_AI,incDc_RR,0.131743336150146,0.104089763663606,0.177659604534553,"13.2% (10.4, 17.8)"
2035,ProgAnyDisease_AI,incDs_RR,0.139779504279341,0.109847963464344,0.186607840916952,"14% (11, 18.7)"
2035,ProgAnyDisease_AI,incDn_RR,0.184682907951315,0.163739417731226,0.215838090718847,"18.5% (16.4, 21.6)"
2035,ProgAnyDisease_AI,mort_RR,0.109568867197817,0.0856547996571216,0.152802956556438,"11% (8.6, 15.3)"
2036,ProgAnyDisease_AI,incDc_RR,0.156330119206047,0.126749582322931,0.205979711876149,"15.6% (12.7, 20.6)"
2036,ProgAnyDisease_AI,incDs_RR,0.163588480295809,0.131692912639689,0.21384884870966,"16.4% (13.2, 21.4)"
