Year,Runtype,Indicator,medval,lowval,highval,combined
2030,ProgAnyDisease_AI,incDc_RR,0.00674927141740023,0.00383845348449795,0.00965358410273932,"0.7% (0.4, 1)"
2030,ProgAnyDisease_AI,incDs_RR,0.0103666469793614,0.00653398973391993,0.0144950707383146,"1% (0.7, 1.4)"
2030,ProgAnyDisease_AI,incDn_RR,0.0245578343724576,0.0214564444606129,0.0277072245764794,"2.5% (2.1, 2.8)"
2030,ProgAnyDisease_AI,mort_RR,0.00251954467351171,0.00111679260734637,0.00380227363269663,"0.3% (0.1, 0.4)"
2031,ProgAnyDisease_AI,incDc_RR,0.0220818560494055,0.0143766064128814,0.0294428230778215,"2.2% (1.4, 2.9)"
2031,ProgAnyDisease_AI,incDs_RR,0.0278117507072859,0.019272269004846,0.0362997679784536,"2.8% (1.9, 3.6)"
2031,ProgAnyDisease_AI,incDn_RR,0.0538836307682784,0.0480352162629827,0.0607701497342633,"5.4% (4.8, 6.1)"
2031,ProgAnyDisease_AI,mort_RR,0.0125397553642573,0.0068934157332586,0.0173082454137353,"1.3% (0.7, 1.7)"
2032,ProgAnyDisease_AI,incDc_RR,0.0437818704469244,0.0306850683309564,0.0560416006065566,"4.4% (3.1, 5.6)"
2032,ProgAnyDisease_AI,incDs_RR,0.051356099239058,0.037339775973565,0.064840286112881,"5.1% (3.7, 6.5)"
2032,ProgAnyDisease_AI,incDn_RR,0.086708470494354,0.077483957120137,0.0992526694436432,"8.7% (7.7, 9.9)"
2032,ProgAnyDisease_AI,mort_RR,0.0294350051845046,0.01832650023177,0.0390800372407194,"2.9% (1.8, 3.9)"
2033,ProgAnyDisease_AI,incDc_RR,0.0706088912943877,0.0519261898905423,0.0893469980597059,"7.1% (5.2, 8.9)"
2033,ProgAnyDisease_AI,incDs_RR,0.0797780186142499,0.0598738196837589,0.0990651708860166,"8% (6, 9.9)"
2033,ProgAnyDisease_AI,incDn_RR,0.122539684888666,0.109273815303189,0.141242556464221,"12.3% (10.9, 14.1)"
2033,ProgAnyDisease_AI,mort_RR,0.0522480338870718,0.0351204596432348,0.0671639998720038,"5.2% (3.5, 6.7)"
2034,ProgAnyDisease_AI,incDc_RR,0.101933063234235,0.0769040246144967,0.127132235102461,"10.2% (7.7, 12.7)"
2034,ProgAnyDisease_AI,incDs_RR,0.111732597722393,0.0861983988778532,0.137380499293703,"11.2% (8.6, 13.7)"
2034,ProgAnyDisease_AI,incDn_RR,0.160853380155073,0.142980316487623,0.185827484072227,"16.1% (14.3, 18.6)"
2034,ProgAnyDisease_AI,mort_RR,0.0798249379126164,0.0566018331504413,0.100962998115467,"8% (5.7, 10.1)"
2035,ProgAnyDisease_AI,incDc_RR,0.130832953146123,0.102129637357011,0.160968871553044,"13.1% (10.2, 16.1)"
2035,ProgAnyDisease_AI,incDs_RR,0.13841565241695,0.110037324156809,0.167904409558957,"13.8% (11, 16.8)"
2035,ProgAnyDisease_AI,incDn_RR,0.182337842491779,0.160159179294944,0.211193935431215,"18.2% (16, 21.1)"
2035,ProgAnyDisease_AI,mort_RR,0.10884415370567,0.0810452188299533,0.136341738074434,"10.9% (8.1, 13.6)"
2036,ProgAnyDisease_AI,incDc_RR,0.155833522415955,0.12473708262045,0.189558470575126,"15.6% (12.5, 19)"
2036,ProgAnyDisease_AI,incDs_RR,0.162363154552016,0.131345710761411,0.195574176937143,"16.2% (13.1, 19.6)"
2036,ProgAnyDisease_AI,incDn_RR,0.201591751417116,0.176885031706189,0.234371620752551,"20.2% (17.7, 23.4)"
2036,ProgAnyDisease_AI,mort_RR,0.134995615588627,0.104604908656821,0.168554982768372,"13.5% (10.5, 16.9)"
2037,ProgAnyDisease_AI,incDc_RR,0.177899978166823,0.145150107566849,0.215322677073478,"17.8% (14.5, 21.5)"
2037,ProgAnyDisease_AI,incDs_RR,0.182758736682558,0.150258575111015,0.220740468815716,"18.3% (15, 22.1)"
2037,ProgAnyDisease_AI,incDn_RR,0.219553614249172,0.192259816326904,0.255950217199141,"22% (19.2, 25.6)"
2037,ProgAnyDisease_AI,mort_RR,0.159102431856734,0.126668715184751,0.19563448167495,"15.9% (12.7, 19.6)"
2038,ProgAnyDisease_AI,incDc_RR,0.197071725924752,0.163225486489477,0.238966328181069,"19.7% (16.3, 23.9)"
2038,ProgAnyDisease_AI,incDs_RR,0.201127943517366,0.167899429265562,0.243751007511898,"20.1% (16.8, 24.4)"
2038,ProgAnyDisease_AI,incDn_RR,0.235774860970632,0.206433753432064,0.276231469505848,"23.6% (20.6, 27.6)"
