Year,Runtype,Indicator,medval,lowval,highval,combined
2030,ProgAnyDisease_AI,cumulative_incDc_diff,14.9331193730086,8.42281920365114,22.2811734693253,"0.015 (0.008, 0.022)"
2030,ProgAnyDisease_AI,cumulative_incDs_diff,57.7259772039693,32.923305016919,88.6935716703776,"0.058 (0.033, 0.089)"
2030,ProgAnyDisease_AI,cumulative_incDsDc_diff,72.5995096894544,41.4049851360261,111.169545896715,"0.073 (0.041, 0.111)"
2030,ProgAnyDisease_AI,cumulative_incDn_diff,155.169966810122,94.1544559996864,224.05560202265,"0.155 (0.094, 0.224)"
2030,ProgAnyDisease_AI,cumulative_mort_diff,0.934211341628071,0.400814615279441,1.51112440195346,"0.001 (0, 0.002)"
2031,ProgAnyDisease_AI,cumulative_incDc_diff,63.5862041890919,38.8083178175465,90.2384456943215,"0.064 (0.039, 0.09)"
2031,ProgAnyDisease_AI,cumulative_incDs_diff,207.410390668577,127.247684281389,306.023470916985,"0.207 (0.127, 0.306)"
2031,ProgAnyDisease_AI,cumulative_incDsDc_diff,271.176430010965,166.063608824753,395.883508995521,"0.271 (0.166, 0.396)"
2031,ProgAnyDisease_AI,cumulative_incDn_diff,487.980676347587,303.490932169674,700.607441168325,"0.488 (0.303, 0.701)"
2031,ProgAnyDisease_AI,cumulative_mort_diff,5.40912415171709,2.78656019169076,8.13132272859085,"0.005 (0.003, 0.008)"
2032,ProgAnyDisease_AI,cumulative_incDc_diff,157.243821442506,101.703735000072,220.578538658171,"0.157 (0.102, 0.221)"
2032,ProgAnyDisease_AI,cumulative_incDs_diff,472.194909396944,304.99379320749,691.322165912096,"0.472 (0.305, 0.691)"
2032,ProgAnyDisease_AI,cumulative_incDsDc_diff,632.077355042837,406.270670297669,904.571562489518,"0.632 (0.406, 0.905)"
2032,ProgAnyDisease_AI,cumulative_incDn_diff,1010.66759914522,637.196855553968,1461.22541141675,"1.011 (0.637, 1.461)"
2032,ProgAnyDisease_AI,cumulative_mort_diff,15.9626611810612,8.98775520204293,22.7595519573774,"0.016 (0.009, 0.023)"
2033,ProgAnyDisease_AI,cumulative_incDc_diff,303.890665573694,205.231942774942,416.463814781221,"0.304 (0.205, 0.416)"
2033,ProgAnyDisease_AI,cumulative_incDs_diff,869.130106157445,581.505083548351,1260.66914592181,"0.869 (0.582, 1.261)"
2033,ProgAnyDisease_AI,cumulative_incDsDc_diff,1184.21951700931,785.892470217887,1672.50886737286,"1.184 (0.786, 1.673)"
2033,ProgAnyDisease_AI,cumulative_incDn_diff,1731.35119819436,1095.95427722153,2519.858379979,"1.731 (1.096, 2.52)"
2033,ProgAnyDisease_AI,cumulative_mort_diff,34.4476358676455,20.547460497455,47.3889857951283,"0.034 (0.021, 0.047)"
2034,ProgAnyDisease_AI,cumulative_incDc_diff,511.805691243493,354.888412981505,690.320755335825,"0.512 (0.355, 0.69)"
2034,ProgAnyDisease_AI,cumulative_incDs_diff,1416.05612112898,968.236341960573,2039.25675552488,"1.416 (0.968, 2.039)"
2034,ProgAnyDisease_AI,cumulative_incDsDc_diff,1925.72346994243,1321.41932009196,2722.4121978992,"1.926 (1.321, 2.722)"
2034,ProgAnyDisease_AI,cumulative_incDn_diff,2662.29140431307,1686.4469293385,3881.78528495011,"2.662 (1.686, 3.882)"
2034,ProgAnyDisease_AI,cumulative_mort_diff,61.8731264882553,38.633527206152,83.1206110380889,"0.062 (0.039, 0.083)"
2035,ProgAnyDisease_AI,cumulative_incDc_diff,774.078355841771,548.283803363639,1034.83788552766,"0.774 (0.548, 1.035)"
2035,ProgAnyDisease_AI,cumulative_incDs_diff,2060.73774101453,1447.98904374212,2973.22879537391,"2.061 (1.448, 2.973)"
2035,ProgAnyDisease_AI,cumulative_incDsDc_diff,2846.96716037921,1989.53043020552,3998.93879661366,"2.847 (1.99, 3.999)"
2035,ProgAnyDisease_AI,cumulative_incDn_diff,3688.32451304566,2341.44978427801,5398.13364005217,"3.688 (2.341, 5.398)"
2035,ProgAnyDisease_AI,cumulative_mort_diff,97.9933133941438,63.714073010496,131.512555772234,"0.098 (0.064, 0.132)"
2036,ProgAnyDisease_AI,cumulative_incDc_diff,1074.14023145572,778.04240784247,1438.06999296022,"1.074 (0.778, 1.438)"
2036,ProgAnyDisease_AI,cumulative_incDs_diff,2796.16425196667,2008.09085972975,4048.64072491002,"2.796 (2.008, 4.049)"
2036,ProgAnyDisease_AI,cumulative_incDsDc_diff,3894.88112396632,2772.96425271022,5454.15848630727,"3.895 (2.773, 5.454)"
2036,ProgAnyDisease_AI,cumulative_incDn_diff,4795.49854569163,3046.57365020676,7052.27930887648,"4.795 (3.047, 7.052)"
2036,ProgAnyDisease_AI,cumulative_mort_diff,141.43961912998,95.3084109529425,190.913042104263,"0.141 (0.095, 0.191)"
2037,ProgAnyDisease_AI,cumulative_incDc_diff,1406.13851818743,1034.32116113707,1881.97848998489,"1.406 (1.034, 1.882)"
2037,ProgAnyDisease_AI,cumulative_incDs_diff,3619.90061293304,2630.11906311378,5233.41498413278,"3.62 (2.63, 5.233)"
2037,ProgAnyDisease_AI,cumulative_incDsDc_diff,5054.99536210615,3656.90355620485,7069.68616173705,"5.055 (3.657, 7.07)"
2037,ProgAnyDisease_AI,cumulative_incDn_diff,5984.729531949,3792.26611997085,8826.70064808353,"5.985 (3.792, 8.827)"
2037,ProgAnyDisease_AI,cumulative_mort_diff,190.722829729917,132.534481210958,260.00213179769,"0.191 (0.133, 0.26)"
2038,ProgAnyDisease_AI,cumulative_incDc_diff,1768.20235074382,1318.83241048982,2359.62982268525,"1.768 (1.319, 2.36)"
2038,ProgAnyDisease_AI,cumulative_incDs_diff,4533.07933915049,3283.3638794063,6518.19672910479,"4.533 (3.283, 6.518)"
2038,ProgAnyDisease_AI,cumulative_incDsDc_diff,6314.72033291373,4619.80552433111,8824.0026066785,"6.315 (4.62, 8.824)"
2038,ProgAnyDisease_AI,cumulative_incDn_diff,7232.05397864451,4572.79019110677,10706.5397836203,"7.232 (4.573, 10.707)"
2038,ProgAnyDisease_AI,cumulative_mort_diff,246.97197351493,174.601326776854,337.246431556233,"0.247 (0.175, 0.337)"
2039,ProgAnyDisease_AI,cumulative_incDc_diff,2153.45219819116,1624.59811193372,2883.1269305245,"2.153 (1.625, 2.883)"
2039,ProgAnyDisease_AI,cumulative_incDs_diff,5495.55998830697,4003.8442882375,7892.23095632044,"5.496 (4.004, 7.892)"
2039,ProgAnyDisease_AI,cumulative_incDsDc_diff,7664.2310626263,5639.59263919087,10717.2409404255,"7.664 (5.64, 10.717)"
2039,ProgAnyDisease_AI,cumulative_incDn_diff,8527.47920323235,5380.67016362513,12678.7506480272,"8.527 (5.381, 12.679)"
2039,ProgAnyDisease_AI,cumulative_mort_diff,306.829749629461,220.744703838615,421.114257904825,"0.307 (0.221, 0.421)"
2040,ProgAnyDisease_AI,cumulative_incDc_diff,2602.04838434456,1968.26608064959,3495.62221231281,"2.602 (1.968, 3.496)"
2040,ProgAnyDisease_AI,cumulative_incDs_diff,6627.19803830131,4841.32114444194,9561.3109224837,"6.627 (4.841, 9.561)"
2040,ProgAnyDisease_AI,cumulative_incDsDc_diff,9257.2030337084,6826.41214588857,13001.7539440304,"9.257 (6.826, 13.002)"
2040,ProgAnyDisease_AI,cumulative_incDn_diff,10229.2379876836,6405.60889872737,15252.5165395813,"10.229 (6.406, 15.253)"
2040,ProgAnyDisease_AI,cumulative_mort_diff,373.598042990053,271.264509529087,512.72561406907,"0.374 (0.271, 0.513)"
2041,ProgAnyDisease_AI,cumulative_incDc_diff,3108.25226024916,2358.95465852834,4215.48500446482,"3.108 (2.359, 4.215)"
2041,ProgAnyDisease_AI,cumulative_incDs_diff,7897.74598675154,5776.21328143546,11429.6639833567,"7.898 (5.776, 11.43)"
2041,ProgAnyDisease_AI,cumulative_incDsDc_diff,11038.3925635285,8141.66224621268,15511.7101275656,"11.038 (8.142, 15.512)"
2041,ProgAnyDisease_AI,cumulative_incDn_diff,12017.7519543182,7495.16910384527,17985.2899603296,"12.018 (7.495, 17.985)"
2041,ProgAnyDisease_AI,cumulative_mort_diff,451.394025127067,328.262531571236,617.869306979682,"0.451 (0.328, 0.618)"
2042,ProgAnyDisease_AI,cumulative_incDc_diff,3657.6119326154,2787.53683380741,5010.61206349367,"3.658 (2.788, 5.011)"
2042,ProgAnyDisease_AI,cumulative_incDs_diff,9265.39675134432,6789.1084675811,13455.3905289337,"9.265 (6.789, 13.455)"
2042,ProgAnyDisease_AI,cumulative_incDsDc_diff,12927.7303361918,9563.62269904828,18216.4855506667,"12.928 (9.564, 18.216)"
2042,ProgAnyDisease_AI,cumulative_incDn_diff,13891.597755622,8627.80355248406,20830.8301944774,"13.892 (8.628, 20.831)"
2042,ProgAnyDisease_AI,cumulative_mort_diff,535.316394253389,391.77234190437,734.053223895007,"0.535 (0.392, 0.734)"
2043,ProgAnyDisease_AI,cumulative_incDc_diff,4242.49971224833,3248.74761142564,5867.85542680561,"4.242 (3.249, 5.868)"
2043,ProgAnyDisease_AI,cumulative_incDs_diff,10717.7532523084,7829.8804292453,15582.6203762755,"10.718 (7.83, 15.583)"
2043,ProgAnyDisease_AI,cumulative_incDsDc_diff,14989.0587962757,11081.846380738,21205.0653334611,"14.989 (11.082, 21.205)"
2043,ProgAnyDisease_AI,cumulative_incDn_diff,15835.2921938532,9791.4016890085,23817.6686754873,"15.835 (9.791, 23.818)"
2043,ProgAnyDisease_AI,cumulative_mort_diff,625.752353725428,460.963776244112,857.825799670128,"0.626 (0.461, 0.858)"
2044,ProgAnyDisease_AI,cumulative_incDc_diff,4862.2089143823,3733.16009585474,6741.15852128323,"4.862 (3.733, 6.741)"
2044,ProgAnyDisease_AI,cumulative_incDs_diff,12254.3811476488,8936.29487843053,17779.6922444515,"12.254 (8.936, 17.78)"
