Year,Runtype,Indicator,medval,lowval,highval,combined
2030,ProgAnyDisease_AI,prop_incDc_diff,0.00476692854309538,0.00429882680254798,0.00539188729410554,"-0.5 (-0.5, -0.4)"
2030,ProgAnyDisease_AI,prop_incDs_diff,0.00728160172657711,0.00667699751017184,0.00822915171251163,"-0.7 (-0.8, -0.7)"
2030,ProgAnyDisease_AI,prop_incDsDc_diff,0.00657351931954652,0.00601708608153623,0.00745848624491799,"-0.7 (-0.7, -0.6)"
2030,ProgAnyDisease_AI,prop_incDn_diff,0.0252114823516125,0.0238703214897055,0.0258120549218711,"-2.5 (-2.6, -2.4)"
2030,ProgAnyDisease_AI,prop_mort_diff,0.0015400934503499,0.00134637965979802,0.00177283073401803,"-0.2 (-0.2, -0.1)"
2031,ProgAnyDisease_AI,prop_incDc_diff,0.0108368864669861,0.00996268525998578,0.0117777509716005,"-1.1 (-1.2, -1)"
2031,ProgAnyDisease_AI,prop_incDs_diff,0.0141896889669471,0.0131929442868388,0.0154781604455756,"-1.4 (-1.5, -1.3)"
2031,ProgAnyDisease_AI,prop_incDsDc_diff,0.0132452591500856,0.012311397770125,0.014487323832942,"-1.3 (-1.4, -1.2)"
2031,ProgAnyDisease_AI,prop_incDn_diff,0.0385627614022435,0.0366433546010673,0.0394766012972255,"-3.9 (-3.9, -3.7)"
2031,ProgAnyDisease_AI,prop_mort_diff,0.00509555811175157,0.00457151114573965,0.00559417126276425,"-0.5 (-0.6, -0.5)"
2032,ProgAnyDisease_AI,prop_incDc_diff,0.018758265351978,0.0174668535458328,0.0199970862814423,"-1.9 (-2, -1.7)"
2032,ProgAnyDisease_AI,prop_incDs_diff,0.0227976845553442,0.0213978097208986,0.0243726867917084,"-2.3 (-2.4, -2.1)"
2032,ProgAnyDisease_AI,prop_incDsDc_diff,0.0216620701564009,0.0203522642085591,0.023204228863007,"-2.2 (-2.3, -2)"
2032,ProgAnyDisease_AI,prop_incDn_diff,0.0526708063349624,0.0500563694581483,0.0539601924993569,"-5.3 (-5.4, -5)"
2032,ProgAnyDisease_AI,prop_mort_diff,0.01063741716609,0.00971882393844731,0.0114171248898527,"-1.1 (-1.1, -1)"
2033,ProgAnyDisease_AI,prop_incDc_diff,0.0282467999818018,0.0264793562331366,0.0298462085003888,"-2.8 (-3, -2.6)"
2033,ProgAnyDisease_AI,prop_incDs_diff,0.0328170608534161,0.0309500017687699,0.034718509601863,"-3.3 (-3.5, -3.1)"
