Year,Runtype,Indicator,medval,lowval,highval,combined
2030,ProgAnyDisease_AI,cumulative_incDc,2276.67156741806,1948.33459601091,2724.55413548415,"2.3 (1.9, 2.7) million"
2030,ProgAnyDisease_AI,cumulative_incDs,5608.42063587441,4536.93125933314,6763.30095340624,"5.6 (4.5, 6.8) million"
2030,ProgAnyDisease_AI,cumulative_incDsDc,7900.12439653183,6593.68258767723,9349.48240983108,"7.9 (6.6, 9.3) million"
2030,ProgAnyDisease_AI,cumulative_incDn,6398.75114656053,4698.03086344313,8640.84685715728,"6.4 (4.7, 8.6) million"
2030,ProgAnyDisease_AI,cumulative_mort,375.059611651726,336.19716869814,428.35876634184,"0.4 (0.3, 0.4) million"
2031,ProgAnyDisease_AI,cumulative_incDc,4463.35227242422,3809.79428821533,5344.11202496941,"4.5 (3.8, 5.3) million"
2031,ProgAnyDisease_AI,cumulative_incDs,10980.332427088,8866.81110119749,13284.7919836466,"11 (8.9, 13.3) million"
2031,ProgAnyDisease_AI,cumulative_incDsDc,15483.3263738389,12894.8580520133,18372.520715924,"15.5 (12.9, 18.4) million"
2031,ProgAnyDisease_AI,cumulative_incDn,12463.7278845659,9121.0496298286,16881.1502272586,"12.5 (9.1, 16.9) million"
2031,ProgAnyDisease_AI,cumulative_mort,737.353373640581,659.151676851505,843.232411074514,"0.7 (0.7, 0.8) million"
2032,ProgAnyDisease_AI,cumulative_incDc,6561.87335340643,5580.87490593479,7846.42690965163,"6.6 (5.6, 7.8) million"
2032,ProgAnyDisease_AI,cumulative_incDs,16114.4520905181,12975.2931014119,19537.7262689804,"16.1 (13, 19.5) million"
2032,ProgAnyDisease_AI,cumulative_incDsDc,22713.5653704733,18890.8083524643,26994.9215760822,"22.7 (18.9, 27) million"
2032,ProgAnyDisease_AI,cumulative_incDn,18159.8114978559,13259.1354546991,24656.567527454,"18.2 (13.3, 24.7) million"
2032,ProgAnyDisease_AI,cumulative_mort,1085.19559149428,967.44057108363,1244.07217986643,"1.1 (1, 1.2) million"
2033,ProgAnyDisease_AI,cumulative_incDc,8546.5687116762,7261.77011215353,10204.2749423106,"8.5 (7.3, 10.2) million"
2033,ProgAnyDisease_AI,cumulative_incDs,20955.0014844592,16840.4510656869,25503.7097987488,"21 (16.8, 25.5) million"
2033,ProgAnyDisease_AI,cumulative_incDsDc,29536.3843913278,24562.3564024477,35234.8380186167,"29.5 (24.6, 35.2) million"
