uid,nhits,clinsub,eta,infclr,infnon,infsub,k_dxA0,k_infA0,k_mortA0,k_progA0,kappa,lambda,multiplier,muTB,nonrec,nonsub,p,r,relnon,relsub,subclin,subnon
2ad35e8397fb64d16735cee4511a9e81,14,0.605121149,0.871587145,0.982129084,0.215386685,0.020773759,0.566026974,0.843221613,1.094285079,0.722663026,0.052425529,0.004434199,0.673886787,0.200226983,0.213622836,0.252786923,0.146637507,3.273148334,0.008745138,0.004944875,1.312775065,2.012288511
d763db6a5973078db650cbdc0fbd8eba,14,0.607667971,0.744835847,1.070817335,0.222839209,0.019350857,0.580912225,0.816111406,1.084847703,0.688269242,0.048232067,0.004900994,0.616374092,0.194765225,0.218535962,0.25354537,0.144997684,3.227419658,0.008643215,0.004577728,1.235284771,2.025619875
44e152ea205b6889bcfe3f43715a7519,14,0.609410938,0.911511615,0.978900194,0.214559858,0.018767748,0.563130443,0.843826647,1.098116147,0.732797279,0.050862636,0.004559837,0.662780197,0.184838755,0.214790636,0.253637048,0.144118543,3.295247589,0.008627526,0.004974979,1.340877301,2.014411212
9052428ab81c8e5da4eb13a7b6dc05e3,14,0.614464342,0.7446489,1.060015074,0.220860926,0.020196962,0.578212866,0.820815412,1.092661058,0.712151424,0.053787761,0.00471087,0.613137056,0.194941904,0.219238555,0.255020668,0.145041511,3.225912573,0.008788737,0.004850183,1.241071408,2.015652637
01bb1fabba075440caec82d3f6401f14,14,0.613233748,0.869443957,0.980022945,0.215398053,0.020358439,0.558742097,0.845356166,1.099112912,0.732420222,0.051679447,0.004475694,0.661313231,0.187960702,0.21548111,0.254332958,0.143753309,3.275910036,0.008678571,0.004915844,1.315580418,2.009641246
f63b7084f79ca2ffb89ccf2e3a632202,14,0.609637378,0.887542257,0.984493783,0.217466756,0.020078875,0.565050106,0.846447294,1.098059688,0.731647547,0.051640187,0.004469315,0.682151911,0.189271142,0.214427669,0.253962196,0.144312145,3.288180374,0.008577814,0.004901577,1.310413895,2.003548556
78f745fd0c05a988a08f7c0e3881ab43,14,0.596700446,0.862507694,0.967657318,0.220862661,0.01678324,0.576039945,0.839971814,1.089133112,0.713558336,0.052637842,0.004540256,0.681013078,0.210412733,0.214246711,0.251556463,0.147095624,3.285221278,0.008708955,0.004994193,1.297574034,2.014308704
fe09179ba3fb0fc0412709a8741d9d07,14,0.6117838,0.965972832,0.980759405,0.216918308,0.018315216,0.569301627,0.836159448,1.096714948,0.733839721,0.052968424,0.00462579,0.656111767,0.189744643,0.214706359,0.253836928,0.144001173,3.299665412,0.008532362,0.005001509,1.370743363,2.004171342
ecba57f402d43e61817787af22cf7cfe,14,0.606212753,0.946885759,0.961310622,0.220033288,0.019619082,0.574009121,0.829139905,1.099260427,0.72748349,0.052347781,0.004483795,0.639471917,0.197170246,0.214164189,0.254324727,0.140818615,3.290361368,0.008568248,0.005131588,1.361240231,1.999587657
e399c29f17264c4d75d48c5e1819786f,14,0.609819476,0.750831649,1.039840944,0.221451419,0.018626378,0.567409501,0.822637206,1.085531924,0.711259763,0.051473209,0.004755009,0.646136966,0.195824098,0.218303042,0.253157799,0.146575747,3.238628117,0.008678751,0.004625772,1.233592298,2.026328489
135ad7e5dbcf80f11ec704196079fc17,14,0.61254394,0.887969136,0.980366207,0.215518008,0.020034854,0.560856737,0.844166412,1.101059367,0.733418071,0.050671746,0.004471363,0.653558131,0.185708902,0.214841338,0.25452756,0.143416401,3.277707728,0.008651148,0.004961388,1.346901902,2.005602274
7f7532cbc2aacc97bbfd0958fb594cd4,14,0.619175267,0.923530758,1.04149095,0.218731292,0.027065494,0.571955834,0.831969029,1.103400793,0.739370182,0.05118501,0.004338253,0.598385809,0.190814933,0.214248312,0.258295658,0.146601933,3.273968287,0.008044837,0.005081958,1.342233349,1.974332739
7f84d6e39abe0b5ae80abae091d0e70a,14,0.605386046,0.874179283,0.983663125,0.214785789,0.020384434,0.567023827,0.842078965,1.0928248,0.722959798,0.052474858,0.004429855,0.670164877,0.199388234,0.213709402,0.253177996,0.146858757,3.272910736,0.008827552,0.004940817,1.316256877,2.012861158
16ec580303056f90581d88de66eba0a2,14,0.601829563,0.937792138,0.963466688,0.222677412,0.024655431,0.567493473,0.830162915,1.103578731,0.724543102,0.053730982,0.004244174,0.649409323,0.206053276,0.210702972,0.25597999,0.141657,3.323045359,0.008316406,0.005369065,1.31548516,1.969427057
ea64f904e6f451a84ef020bfc4569724,14,0.603516681,0.934852116,1.016320063,0.220074186,0.020171783,0.58461582,0.825613236,1.100554934,0.723532116,0.052979988,0.004596551,0.617304631,0.199872096,0.214684709,0.254823442,0.140583961,3.272200762,0.008317232,0.00515045,1.369584326,1.989658551
e302fcefc538b73c554154fb6e18fe75,14,0.610442767,0.940582442,0.995143103,0.216876779,0.01813275,0.56986459,0.842821156,1.096278296,0.728422611,0.051299098,0.004614196,0.660477055,0.187832967,0.214553207,0.253602429,0.143851237,3.301577953,0.008670969,0.004914939,1.375883141,2.001577379
bb1053c9c39a1de64e96faefe653dfeb,14,0.610963142,0.922556153,0.994004623,0.215534855,0.017972659,0.569544948,0.843297176,1.095159555,0.729025078,0.051277948,0.004585555,0.654155079,0.186889704,0.214935068,0.253713274,0.143079143,3.305147531,0.00859059,0.004920737,1.370773004,2.006787529
4eeaeb295c4c9e46c8ea9d6af8cf2931,14,0.623559503,0.848978918,0.968024804,0.216379665,0.023282417,0.574305169,0.832507657,1.101107688,0.719957882,0.046199844,0.004656928,0.602542586,0.17990282,0.216939497,0.254017151,0.153153317,3.19451384,0.00863309,0.004612621,1.218759702,2.028713655
09e62f82771f908f98c327cfcbdf9241,14,0.602329924,0.90920399,1.001360233,0.219965877,0.018864057,0.58614797,0.826540046,1.104223672,0.723788862,0.054100391,0.00452301,0.630779779,0.206346494,0.215266865,0.255235158,0.140609374,3.27789155,0.008411889,0.005161482,1.368900269,1.9989994
d7f501447d43f0b326356f10f6710d55,14,0.608452945,0.951824658,0.932302532,0.219751652,0.019404685,0.566273629,0.836501235,1.101967193,0.733319975,0.052454577,0.004369348,0.660267733,0.194053118,0.214701494,0.2538571,0.142667116,3.314191371,0.008550679,0.005195787,1.357497496,1.997792292
172364ca9f13bbf48c6682d80f74c142,14,0.606146626,0.966797854,0.950172997,0.220273648,0.019681721,0.579241899,0.830524708,1.102241004,0.716027218,0.051338903,0.004562149,0.625277649,0.193202664,0.214194535,0.254143315,0.141275984,3.261462917,0.008543076,0.005192419,1.340585515,1.996054956
051b4a6b6918aed5d1137acd9460986d,14,0.602617188,0.920561312,1.04110418,0.22903202,0.017635196,0.613443493,0.793426293,1.08930091,0.678465913,0.048813921,0.00499381,0.563160363,0.204260126,0.218116832,0.25384671,0.140573956,3.196391775,0.008328987,0.004909274,1.330304507,2.002036225
95dd8672d0e2e658566288e6834d3019,14,0.610081849,0.887685622,0.990541762,0.21743638,0.020197021,0.565597345,0.846206768,1.098958753,0.730213369,0.051692656,0.004459555,0.682111327,0.188606092,0.214209914,0.254085887,0.144486729,3.291358436,0.00858351,0.004913339,1.312922242,2.002487268
ea8d63f2b4478af6bcffdcd6029fe0ec,14,0.607558096,0.896271309,0.961758163,0.224758871,0.020303816,0.59636246,0.822454686,1.083794535,0.700222618,0.050020598,0.004787218,0.609964441,0.205017473,0.215289075,0.25032066,0.156279824,3.210653277,0.008679947,0.004777046,1.226958646,2.01197968
ea5d28956f231a06fbe05aba4ab6a90a,14,0.607119232,0.87161901,0.989582758,0.216046385,0.020161102,0.563993342,0.840065142,1.09538621,0.727847567,0.052437192,0.004505158,0.675737536,0.19363042,0.213985016,0.253575877,0.147814031,3.276679768,0.008751988,0.004974697,1.299965408,2.009473568
0057576edc8cdfe407b046774a0306ae,14,0.606210677,0.941689335,1.017130589,0.220096948,0.020306011,0.581751043,0.824038126,1.099313302,0.719685851,0.051145307,0.004631734,0.626810038,0.197182527,0.214949005,0.254896972,0.140072313,3.278163957,0.008346512,0.005046143,1.369523939,1.993888191
afe4826b9945bf0407cf789ec6f80e03,14,0.607723381,0.874027165,0.98042459,0.215969664,0.020655472,0.563088501,0.841367387,1.096377126,0.72760568,0.053157616,0.00445868,0.669029384,0.193472127,0.213833741,0.253675068,0.147248458,3.273802597,0.008733115,0.004931657,1.308742452,2.008076737
7866467af3442ea45c15183f11d26029,14,0.606821523,0.74405773,0.982465903,0.221802412,0.017969476,0.584750595,0.824353361,1.10228004,0.715664698,0.051010192,0.004584308,0.660387912,0.20139641,0.216694171,0.255058493,0.143362423,3.205125389,0.008639832,0.004956328,1.206491768,2.019146335
8da6d5fb9ab13100b27ccc381cf30e1d,14,0.608235035,0.96533939,0.939216568,0.219284821,0.019255226,0.570501731,0.840708011,1.097414392,0.735681905,0.053215995,0.004471467,0.678667209,0.193567459,0.214493446,0.253731452,0.143039471,3.292783654,0.008606067,0.005084276,1.349104924,2.000406178
0ae6ce19faefbe5739db07785d655e24,14,0.611145906,0.905609628,0.980652728,0.21515373,0.018952403,0.563332045,0.84184871,1.098822138,0.730415402,0.050741015,0.004583034,0.662211717,0.186703954,0.214759542,0.253915815,0.142711137,3.279154562,0.008601197,0.005024195,1.34160668,2.014763334
f81893d5e88f2bf3da809130580d5e72,14,0.609231791,0.946336588,0.938554271,0.219789612,0.018998854,0.568929109,0.83291787,1.100450165,0.730161956,0.053101171,0.004401723,0.657493154,0.194191256,0.214897943,0.253961176,0.142659064,3.321752982,0.008514993,0.005197679,1.361436541,1.996840219
c9aee56814a91aed3418333f6392eca8,14,0.604163167,0.901407037,0.985933055,0.219820087,0.017787904,0.589886216,0.828954688,1.101570568,0.729839627,0.053044444,0.004494019,0.638697861,0.204469449,0.215645742,0.254601253,0.141394198,3.252246218,0.008331396,0.005146895,1.355504243,1.996949095
1ddf3e959aa5b74b586661c645e9c6a8,14,0.603691907,0.84396439,0.96434664,0.220714792,0.019180544,0.55585762,0.836173816,1.094912745,0.727748365,0.051353803,0.004415927,0.679091731,0.198985747,0.215023353,0.252198927,0.145369269,3.296876039,0.008601934,0.004917185,1.2755079,2.0239589
b146abb4478edabc47c5369b989675de,14,0.60489972,0.871332154,0.977175462,0.215272486,0.020495135,0.566015164,0.844266961,1.092966989,0.722275369,0.052479613,0.004424713,0.675310052,0.19993401,0.213801382,0.252860504,0.146188913,3.274214465,0.008743387,0.004982765,1.315886651,2.012039798
3e0d0e1d2ef90d2dc62d1bfc4f993c88,14,0.611111759,0.881096719,0.984312859,0.216160413,0.020201045,0.566049342,0.850531834,1.097094883,0.734082201,0.051257793,0.004468734,0.676227139,0.186461151,0.214740401,0.254264357,0.143951028,3.281956102,0.008659055,0.004920309,1.311136857,2.014754709
2683f2605d406990b7ee59033a68a515,14,0.611666533,0.758417954,1.064614949,0.220253689,0.01974635,0.572705711,0.824716192,1.088007044,0.700306364,0.048667742,0.004838601,0.627367026,0.188446063,0.218221389,0.253998589,0.144893525,3.23648729,0.008668186,0.004593926,1.246983514,2.025986739
1ebfd26cb8bae61fda4804856765b8b0,14,0.605579598,1.004574432,0.963763412,0.222259832,0.01842737,0.593371548,0.802772041,1.102003342,0.722205647,0.048270313,0.004751933,0.635634034,0.20233927,0.213095688,0.2537633,0.145459606,3.240477917,0.007854651,0.004984788,1.331684383,1.98771963
0d81463ce08e0f83a87d1e1725058d83,14,0.608862426,0.944766455,0.940836796,0.220105124,0.018916518,0.568474322,0.834881968,1.101137244,0.73039833,0.052860218,0.004382884,0.655058178,0.193022289,0.214791115,0.253872819,0.142904565,3.317136987,0.008503234,0.005210396,1.360784586,1.995986069
b118496ffe9611e6d37c7095bf14b19f,14,0.610451263,0.950015891,1.002656254,0.21741888,0.018057657,0.569516127,0.841065552,1.094837045,0.731968202,0.051756816,0.00462313,0.665101636,0.188627682,0.214448395,0.254121987,0.144163504,3.288184739,0.008618961,0.004980552,1.381207807,1.998541917
f88176aeee9bf9e581457e9224a5396f,14,0.606892446,0.946574907,0.947676695,0.219822771,0.019616891,0.569148256,0.827610444,1.100603646,0.726211302,0.053316086,0.004435252,0.649202891,0.195022462,0.215060669,0.254190903,0.141732741,3.312985807,0.008578105,0.005173238,1.366575911,2.000230867
de899a2f89598546a190ccdeb4227603,14,0.613955336,0.863957544,1.005881614,0.225829269,0.025486478,0.602909784,0.812432403,1.095824055,0.686252207,0.047953343,0.004745129,0.548766228,0.197017836,0.217053771,0.254402213,0.150923858,3.172577709,0.008429325,0.004842009,1.203805156,2.003101302
c5c9962085cc4848724f9b6b748801c5,14,0.61074827,0.952274723,0.999932977,0.21745426,0.018076106,0.568992594,0.841810866,1.095175247,0.732338397,0.051824494,0.0046124,0.664778472,0.188456646,0.214278246,0.254001243,0.143975817,3.291480789,0.008620598,0.004979112,1.37743293,1.997513339
bba9bc5a7419c84e42b09782781997e5,14,0.607215584,0.961552274,0.951758674,0.220128414,0.019262575,0.577660252,0.830242806,1.099848624,0.720370222,0.052000044,0.004515243,0.632601768,0.19688339,0.21410188,0.254117579,0.14008568,3.284970745,0.008610947,0.005177668,1.352899505,1.996040967
1560f2a0c821545dfaab8208fbd19434,14,0.602817392,0.89949684,0.945798871,0.222018105,0.027012327,0.558834856,0.837755979,1.110605218,0.731011159,0.055056583,0.004027267,0.659219946,0.206512414,0.21007995,0.257202753,0.140753217,3.338085379,0.008419902,0.005538962,1.277510821,1.963816615
d25926cacfe51acbc590151fd5cd9d50,14,0.611432086,0.937665281,0.995562111,0.216249411,0.018052613,0.571350985,0.844652274,1.097204914,0.72869492,0.051303184,0.004587824,0.660929265,0.187213628,0.214565208,0.253474276,0.143779302,3.299147784,0.008643751,0.004936669,1.385149993,2.002265561
6b6d778b93e2a0e994eede68623235d1,14,0.603664498,0.899929583,0.987287803,0.219158221,0.018137647,0.585298344,0.829228965,1.102479921,0.728763135,0.053683151,0.00447067,0.646474014,0.204455833,0.215223819,0.254971137,0.140260691,3.254866315,0.008333108,0.005136963,1.366246153,1.995147924
ce9dac10108a094dad3ae452415074f3,14,0.607503248,0.945757878,1.011296013,0.219516439,0.0202868,0.585318218,0.827525422,1.097906825,0.72387775,0.052591152,0.00458581,0.624727758,0.196818624,0.214915063,0.255100228,0.141311305,3.282279539,0.008356005,0.005111889,1.377203978,1.990993062
03db3a9ca9afd0211b77a88413256845,14,0.594919739,0.895386984,0.95546509,0.226513851,0.029112763,0.634453322,0.811826275,1.100766823,0.659189894,0.045630924,0.004814863,0.488331862,0.217405508,0.217412708,0.249962799,0.154880146,3.198972844,0.008569818,0.004983416,1.168033819,1.993941945
8ffcc91b88c3afcf311e731644f23c3c,14,0.606314553,0.944932673,0.957528881,0.219914835,0.019419173,0.571375008,0.824772526,1.100284346,0.724710331,0.053007118,0.004465705,0.635515113,0.195460325,0.21409549,0.254377688,0.140586208,3.295190547,0.00858207,0.005181012,1.356573591,2.000343609
2ce501da60bb942da751c36701b4c032,14,0.605167939,0.91600548,0.976734622,0.222338087,0.018703951,0.583923874,0.806852739,1.093563888,0.707404338,0.048211849,0.004829271,0.651194003,0.197352025,0.214436401,0.253075657,0.146244527,3.236573792,0.008433653,0.004865694,1.269950993,2.001736065
48d31616ed343518832502705f429d5e,14,0.612101568,0.921313747,0.961692856,0.210917186,0.020153539,0.534851816,0.86942039,1.101928972,0.794367123,0.055476028,0.004009488,0.773832641,0.20023172,0.208261578,0.255156985,0.150646277,3.35192291,0.00817624,0.00502068,1.374465707,1.990935725
a321f5541262487970dab68a7b2a5439,14,0.606692659,0.964040339,0.956393598,0.219362916,0.019711017,0.582166145,0.830134139,1.102207112,0.714042016,0.051413949,0.004604989,0.619021661,0.193033048,0.213926533,0.254115583,0.141417942,3.262126667,0.008544088,0.005124576,1.33889004,2.006190834
f247d4dc3a80d8296c8face41be36af1,14,0.623264891,0.881284382,1.034583789,0.221562287,0.028079719,0.56897885,0.825031112,1.100713988,0.7260022,0.050050179,0.004419044,0.599733332,0.186601445,0.214851587,0.258231268,0.148015283,3.253956373,0.00821664,0.005008148,1.264387602,1.973868321
45f058427e5dbb007e91f19f561b9380,14,0.606253584,0.959855926,0.950441612,0.220314796,0.019485493,0.580030698,0.826785982,1.105667373,0.716432017,0.051072861,0.004567821,0.625488561,0.193085577,0.213908781,0.254263432,0.141532514,3.257257365,0.008547254,0.005159679,1.333863119,1.999333706
90b68672f69b918cf3f03949fdddbe59,14,0.603316318,0.848497522,0.950973455,0.219627449,0.01894101,0.558824748,0.834426538,1.093534337,0.730965978,0.050690119,0.004409314,0.675433276,0.197281306,0.215088587,0.252066504,0.145880122,3.283716278,0.008553019,0.004940805,1.290935611,2.026901829
aad9324afabcd70a90e8d456415bda0d,14,0.600206873,0.767856225,0.97039673,0.223957165,0.015653731,0.607535808,0.81588997,1.102518019,0.699499368,0.050696261,0.004720952,0.632575332,0.205668815,0.218716087,0.254006057,0.141174489,3.178296828,0.008699789,0.005028752,1.230618371,2.021826205
56a35854b6453df8d161e16ac2c52a95,14,0.620102136,0.855259178,0.982590721,0.213679197,0.028149575,0.516661806,0.869392068,1.100229394,0.781799922,0.054543122,0.003862708,0.7672123,0.192527613,0.205561305,0.258525167,0.152515757,3.341114427,0.00840306,0.0051288,1.237629313,1.967598896
e531c26151f5477a7803e159792c43e9,14,0.604665536,0.873004142,0.981843838,0.215014854,0.02061457,0.565664507,0.843681853,1.093464083,0.72236863,0.05265097,0.004437678,0.674838232,0.200110737,0.213701319,0.252793437,0.146363305,3.274624746,0.008741458,0.004953124,1.317430268,2.012138908
e36b8ed72200bc94872729597a2f41f4,14,0.608400919,0.943353051,0.935687084,0.219158963,0.019033587,0.567965296,0.837893999,1.102899142,0.736349711,0.053340249,0.004358193,0.659867744,0.192956185,0.215195628,0.253845441,0.142539805,3.297966368,0.008554442,0.005212107,1.370888319,1.996997764
ead075869d71bedc1729cb1d1c4831cd,14,0.612432277,0.799955292,1.024862097,0.22825204,0.025417589,0.581037854,0.80719843,1.090759952,0.676658342,0.051622338,0.004678567,0.563776277,0.192773214,0.21683426,0.25602082,0.143260437,3.23541021,0.009006291,0.005096832,1.171048364,1.985007432
b20715284a9ac9f106f8fbb287f15c9c,14,0.59830072,0.813544925,0.934938647,0.223698145,0.015830123,0.59183433,0.82159064,1.10194177,0.71430038,0.05237948,0.00447031,0.666052874,0.213912588,0.215535231,0.253542736,0.142830944,3.221580553,0.008506847,0.005129865,1.257759041,2.011060095
401965bd28e289e056951fc58807c4a5,14,0.599688301,0.917045125,1.048540705,0.22974261,0.016804613,0.619235812,0.79072734,1.088450628,0.676015131,0.049027351,0.005010023,0.559602223,0.210249384,0.218480394,0.253912702,0.140289659,3.190619896,0.008289063,0.004910061,1.341217413,1.998879471
71ef38b6e93008725e231c0ff846eb01,14,0.606602561,0.946523749,1.017182831,0.220014122,0.020132778,0.582416974,0.827755643,1.096976317,0.718568073,0.05049971,0.00462873,0.633144754,0.19582016,0.214503084,0.2546897,0.140002679,3.276812313,0.008338343,0.005071871,1.370672027,1.994152735
c275940a59d0edc6adf9933fb87542f2,14,0.60630279,0.875728458,0.991079072,0.21606226,0.020068766,0.563296753,0.840655668,1.09538074,0.727929856,0.052876837,0.004494293,0.67270414,0.193452522,0.213777223,0.253475737,0.147281084,3.281561189,0.008734214,0.004916142,1.298929978,2.008362508
4075e677dada3577aed86bcdad2ee86a,14,0.581237474,0.88532186,0.936050766,0.226113602,0.027487976,0.690426405,0.802888847,1.108134212,0.598437399,0.040859762,0.00526548,0.351581862,0.219836622,0.223945107,0.247301453,0.147499653,3.112173994,0.008986507,0.005025392,1.163773211,2.024283204
90ac0d69717f2a8756be5c04fa77527d,14,0.604492387,1.01983201,0.957898162,0.225302446,0.025736892,0.599888431,0.828293839,1.08709458,0.701460212,0.050409529,0.004593308,0.59066759,0.211324423,0.211543721,0.251106325,0.155483235,3.244984023,0.008479922,0.005005228,1.285336378,1.976489551
8450df908d61e8f84c8cdf1f3bfcdc6e,14,0.633570783,0.884436984,1.028727765,0.22108229,0.029706165,0.516354,0.845823394,1.079309189,0.75356313,0.052662995,0.004242457,0.701041637,0.180598671,0.210420098,0.25663488,0.160824691,3.325926532,0.008454853,0.004708776,1.220318736,1.976117677
6728c9855cfd58a03433dbe9c50fcb59,14,0.613297683,0.870831653,0.982008015,0.214879197,0.020069765,0.558965355,0.847659158,1.099394091,0.732401827,0.051054959,0.004497823,0.664796099,0.188505535,0.215706933,0.25443845,0.143667469,3.277242557,0.008722495,0.004915464,1.326371106,2.01108331
ca956672d91690e4ab63e22e59212174,14,0.606765827,0.945193952,0.961033344,0.22110242,0.019737891,0.577271741,0.831122966,1.100051724,0.72202772,0.052426033,0.004481376,0.63721284,0.197915271,0.214276451,0.254311957,0.140864581,3.294352645,0.008585523,0.005176715,1.361572999,1.996369055
c043a30df02a2f56dab6a2f33c5e266e,14,0.611344663,0.883372247,0.981583317,0.216772587,0.020215019,0.565462396,0.850061644,1.097067813,0.731297825,0.05168926,0.004466171,0.680275571,0.188222877,0.214449291,0.254173709,0.143704275,3.285191302,0.00863172,0.004923918,1.322056923,2.00709569
328d95fe9ed26ee4dddbd792bb4f2383,14,0.608552703,0.877077471,0.98535374,0.21593035,0.020610747,0.564441967,0.841332164,1.097225206,0.726805992,0.05303172,0.004472136,0.671891813,0.193712037,0.213877408,0.253836415,0.147040252,3.274907139,0.008706361,0.004926393,1.312599164,2.006207231
f708fb8e37aa19ae99a1d52bcc75f9d3,14,0.60393963,0.906280139,0.991801331,0.219547939,0.018191983,0.584908115,0.829894564,1.103014399,0.728929743,0.053828188,0.004491107,0.640965589,0.20415982,0.21521691,0.255046149,0.140086531,3.267261438,0.008319753,0.005152743,1.355390943,1.997781335
dc688d20bdc905906aa1cfcd4be92063,14,0.603154783,0.923800639,0.984982636,0.224104007,0.01908961,0.594792432,0.802754839,1.094017208,0.696334574,0.047739706,0.004893211,0.630073479,0.197463759,0.215203615,0.253015411,0.144568532,3.22807279,0.008379418,0.004902779,1.267207222,1.998832662
0db4fd938c06dc22349f857fd652c462,14,0.611685623,0.876856301,0.989883537,0.215911689,0.020707752,0.563889999,0.849850359,1.097820659,0.735315639,0.05124588,0.004470968,0.668930573,0.186971081,0.214943206,0.254064624,0.143586518,3.288793563,0.00866677,0.004893806,1.310832997,2.012855702
fa1153d2fedf57293ce5e5d9f1c8ace9,14,0.601772257,0.90958931,0.999194613,0.219460663,0.019050312,0.58533861,0.827990183,1.104530207,0.722668518,0.053773543,0.004510812,0.622137516,0.205251944,0.215089796,0.255185863,0.140592247,3.278890913,0.008366159,0.005154838,1.375904569,1.996071382
94241ef63a11ab21a1665e3a55bb9aa4,14,0.629047172,0.889932592,0.999573899,0.223142395,0.025786128,0.516340693,0.840469096,1.071249462,0.73236672,0.051411544,0.004466776,0.691510983,0.181546045,0.210410349,0.253366221,0.162511192,3.305634708,0.008885983,0.004529619,1.214149026,1.997479938
13093d1c5b068b15d66d7895aa80b627,14,0.617892859,0.75079898,0.984738147,0.215043758,0.014223998,0.546427345,0.852641282,1.091978487,0.77214839,0.053159072,0.004408537,0.780705865,0.193821536,0.213623157,0.254304025,0.153601848,3.262262627,0.008428926,0.004666976,1.242662907,2.028537085
881c07c0c93ffb8e34b6fa8fce4189ba,14,0.607993998,0.950411847,0.931090218,0.218806372,0.019407314,0.566603855,0.836726055,1.103792987,0.733541849,0.052860032,0.004360852,0.661428594,0.194136959,0.214993931,0.253734032,0.142581207,3.308344616,0.008518122,0.00518922,1.359581738,1.997758176
9620feedbf9d58e8518984cf68211589,14,0.610416554,0.963826895,0.964024023,0.218051583,0.017990561,0.571226363,0.837061388,1.096606811,0.734565703,0.052438853,0.004541951,0.663371011,0.191684845,0.214958687,0.254205513,0.143615117,3.283710788,0.008555345,0.005052483,1.378045972,2.003885305
